"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA001108395","1994-05-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   66",",,S","  141","H,,S",,,,
"CA001108395","1994-05-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  182",",,S","   76",",,S","  151","H,,S",,,,
"CA001108395","1994-05-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   97",",,S","  154","H,,S",,,,
"CA001108395","1994-05-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  214",",,S","   97",",,S","  155","H,,S",,,,
"CA001108395","1994-05-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"  192",",,S","  108",",,S","  151","H,,S",,,,
"CA001108395","1994-05-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  108",",,S","  167","H,,S",,,,
"CA001108395","1994-05-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  229",",,S","  106",",,S","  144","H,,S",,,,
"CA001108395","1994-05-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"  170",",,S","   87",",,S","  123","H,,S",,,,
"CA001108395","1994-05-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  164",",,S","   69",",,S","  122","H,,S",,,,
"CA001108395","1994-05-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,,,"   69",",,S","  128","H,,S",,,,
"CA001108395","1994-05-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   43",",,S",,,,,"  162",",,S","  100",",,S","  125","H,,S",,,,
"CA001108395","1994-05-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  104",",,S","  132","H,,S",,,,
"CA001108395","1994-05-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   95",",,S","  144","H,,S",,,,
"CA001108395","1994-05-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   95",",,S","  163","H,,S",,,,
"CA001108395","1994-05-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  222",",,S","   97",",,S","  156","H,,S",,,,
"CA001108395","1994-05-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  105",",,S","  143","H,,S",,,,
"CA001108395","1994-05-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   91",",,S","  145","H,,S",,,,
"CA001108395","1994-05-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  208",",,S","   90",",,S","  151","H,,S",,,,
"CA001108395","1994-05-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   90",",,S","  165","H,,S",,,,
"CA001108395","1994-05-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  242",",,S","  105",",,S","  169","H,,S",,,,
"CA001108395","1994-05-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  219",",,S","   91",",,S","  143","H,,S",,,,
"CA001108395","1994-05-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  177",",,S","   91",",,S","  141","H,,S",,,,
"CA001108395","1994-05-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  174",",,S",,,"  124","H,,S",,,,
"CA001108395","1994-05-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  147",",,S",,,,,"  134",",,S",,,"  109","H,,S",,,,
"CA001108395","1994-05-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   61",",,S",,,,,,,"   84",",,S","  126","H,,S",,,,
"CA001108395","1994-05-31","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   84",",,S","  142","H,,S",,,,
"CA001108395","1994-06-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   51",",,S",,,,,"  185",",,S","   79",",,S","  132","H,,S",,,,
"CA001108395","1994-06-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  181",",,S","   79",",,S","  136","H,,S",,,,
"CA001108395","1994-06-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  192",",,S","   79",",,S","  151","H,,S",,,,
"CA001108395","1994-06-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  201",",,S","   87",",,S","  148","H,,S",,,,
"CA001108395","1994-06-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,,,"   95",",,S","  136","H,,S",,,,
"CA001108395","1994-06-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   53",",,S",,,,,"  168",",,S","   95",",,S","  136","H,,S",,,,
"CA001108395","1994-06-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,"  156",",,S","   85",",,S","  124","H,,S",,,,
"CA001108395","1994-06-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   85",",,S","  143","H,,S",,,,
"CA001108395","1994-06-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  105",",,S","  162","H,,S",,,,
"CA001108395","1994-06-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  223",",,S","  105",",,S","  174","H,,S",,,,
"CA001108395","1994-06-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"  216",",,S","  133",",,S","  164","H,,S",,,,
"CA001108395","1994-06-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   51",",,S",,,,,"  200",",,S","  134",",,S","  146","H,,S",,,,
"CA001108395","1994-06-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  160",",,S",,,,,,,"  121",",,S","  138","H,,S",,,,
"CA001108395","1994-06-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   74",",,S",,,,,"  168",",,S",,,"  121","H,,S",,,,
"CA001108395","1994-06-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,,,"   96",",,S","  132","H,,S",,,,
"CA001108395","1994-06-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   73",",,S","  151","H,,S",,,,
"CA001108395","1994-06-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  200",",,S","   98",",,S","  157","H,,S",,,,
"CA001108395","1994-06-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  221",",,S",,,,,"  190",",,S","   98",",,S","  144","H,,S",,,,
"CA001108395","1994-06-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   30",",,S",,,,,,,"  108",",,S","  141","H,,S",,,,
"CA001108395","1994-06-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  105",",,S","  161","H,,S",,,,
"CA001108395","1994-06-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  105",",,S","  173","H,,S",,,,
"CA001108395","1994-06-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  229",",,S","  108",",,S","  172","H,,S",,,,
"CA001108395","1994-06-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"  214",",,S","  108",",,S","  160","H,,S",,,,
"CA001108395","1994-06-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   20",",,S",,,,,,,"  106",",,S","  143","H,,S",,,,
"CA001108395","1994-06-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  103",",,S","  152","H,,S",,,,
"CA001108395","1994-06-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  202",",,S","  103",",,S","  164","H,,S",,,,
"CA001108395","1994-06-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  102",",,S","  162","H,,S",,,,
"CA001108395","1994-06-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  102",",,S","  179","H,,S",,,,
"CA001108395","1994-06-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  250",",,S","  117",",,S","  174","H,,S",,,,
"CA001108395","1994-06-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  208",",,S","  116",",,S","  152","H,,S",,,,
"CA001108395","1994-07-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  170",",,S",,,,,,,,,"  144","H,,S",,,,
"CA001108395","1994-07-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  208",",,S","  126",",,S","  158","H,,S",,,,
"CA001108395","1994-07-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  184",",,S","  133",",,S","  158","H,,S",,,,
"CA001108395","1994-07-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  196",",,S","  128",",,S","  151","H,,S",,,,
"CA001108395","1994-07-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   99",",,S",,,,,,,"   87",",,S","  142","H,,S",,,,
"CA001108395","1994-07-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  211",",,S","   87",",,S","  173","H,,S",,,,
"CA001108395","1994-07-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  120",",,S","  185","H,,S",,,,
"CA001108395","1994-07-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  261",",,S","  128",",,S","  179","H,,S",,,,
"CA001108395","1994-07-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  216",",,S","  128",",,S","  178","H,,S",,,,
"CA001108395","1994-07-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  210",",,S","  143",",,S","  179","H,,S",,,,
"CA001108395","1994-07-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  214",",,S","  118",",,S","  174","H,,S",,,,
"CA001108395","1994-07-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  118",",,S","  181","H,,S",,,,
"CA001108395","1994-07-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  226",",,S","  126",",,S","  183","H,,S",,,,
"CA001108395","1994-07-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  119",",,S","  179","H,,S",,,,
"CA001108395","1994-07-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  245",",,S","  119",",,S","  179","H,,S",,,,
"CA001108395","1994-07-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  223",",,S","  128",",,S","  187","H,,S",,,,
"CA001108395","1994-07-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  221",",,S","  135",",,S","  179","H,,S",,,,
"CA001108395","1994-07-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   41",",,S",,,,,,,"  126",",,S","  164","H,,S",,,,
"CA001108395","1994-07-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  126",",,S","  196","H,,S",,,,
"CA001108395","1994-07-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  149",",,S","  223","H,,S",,,,
"CA001108395","1994-07-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  290",",,S","  162",",,S","  235","H,,S",,,,
"CA001108395","1994-07-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  176",",,S","  226","H,,S",,,,
"CA001108395","1994-07-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  276",",,S","  173",",,S","  229","H,,S",,,,
"CA001108395","1994-07-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  274",",,S","  167",",,S","  224","H,,S",,,,
"CA001108395","1994-07-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  278",",,S","  163",",,S","  197","H,,S",,,,
"CA001108395","1994-07-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  144",",,S","  191","H,,S",,,,
"CA001108395","1994-07-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  144",",,S","  201","H,,S",,,,
"CA001108395","1994-07-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  262",",,S","  138",",,S","  196","H,,S",,,,
"CA001108395","1994-07-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  247",",,S","  136",",,S","  186","H,,S",,,,
"CA001108395","1994-07-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  238",",,S","  136",",,S","  183","H,,S",,,,
"CA001108395","1994-07-31","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  232",",,S","  119",",,S","  181","H,,S",,,,
"CA001108395","1994-08-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  119",",,S","  202","H,,S",,,,
"CA001108395","1994-08-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  277",",,S","  141",",,S","  207","H,,S",,,,
"CA001108395","1994-08-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    8",",,S",,,,,"  248",",,S","  141",",,S","  199","H,,S",,,,
"CA001108395","1994-08-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,,,"  153",",,S","  202","H,,S",,,,
"CA001108395","1994-08-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  249",",,S","  153",",,S","  202","H,,S",,,,
"CA001108395","1994-08-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  232",",,S","  127",",,S","  186","H,,S",,,,
"CA001108395","1994-08-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  221",",,S","  127",",,S","  182","H,,S",,,,
"CA001108395","1994-08-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  119",",,S",,,,,"  213",",,S",,,"  165","H,,S",,,,
"CA001108395","1994-08-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  139",",,S","  174","H,,S",,,,
"CA001108395","1994-08-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  231",",,S","  135",",,S","  183","H,,S",,,,
"CA001108395","1994-08-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  135",",,S","  194","H,,S",,,,
"CA001108395","1994-08-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  142",",,S","  193","H,,S",,,,
"CA001108395","1994-08-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  253",",,S","  146",",,S","  201","H,,S",,,,
"CA001108395","1994-08-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  258",",,S","  138",",,S","  192","H,,S",,,,
"CA001108395","1994-08-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  230",",,S","  133",",,S","  182","H,,S",,,,
"CA001108395","1994-08-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  235",",,S","  128",",,S","  182","H,,S",,,,
"CA001108395","1994-08-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  230",",,S","  128",",,S","  186","H,,S",,,,
"CA001108395","1994-08-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  139",",,S","  196","H,,S",,,,
"CA001108395","1994-08-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  247",",,S","  139",",,S","  197","H,,S",,,,
"CA001108395","1994-08-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  242",",,S","  149",",,S","  200","H,,S",,,,
"CA001108395","1994-08-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,"  238",",,S","  147",",,S","  182","H,,S",,,,
"CA001108395","1994-08-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  225",",,S",,,"  170","H,,S",,,,
"CA001108395","1994-08-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  134",",,S","  169","H,,S",,,,
"CA001108395","1994-08-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  212",",,S","  106",",,S","  163","H,,S",,,,
"CA001108395","1994-08-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  106",",,S","  166","H,,S",,,,
"CA001108395","1994-08-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  119",",,S","  181","H,,S",,,,
"CA001108395","1994-08-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  120",",,S","  189","H,,S",,,,
"CA001108395","1994-08-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,"  245",",,S","  120",",,S","  190","H,,S",,,,
"CA001108395","1994-08-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   30",",,S",,,,,"  216",",,S","  138",",,S","  176","H,,S",,,,
"CA001108395","1994-08-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  129",",,S","  177","H,,S",,,,
"CA001108395","1994-08-31","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  218",",,S","  128",",,S","  174","H,,S",,,,
"CA001108395","1994-09-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  214",",,S","  127",",,S","  176","H,,S",,,,
"CA001108395","1994-09-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  219",",,S","   98",",,S","  153","H,,S",,,,
"CA001108395","1994-09-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  119",",,S",,,,,"  203",",,S","   98",",,S","  157","H,,S",,,,
"CA001108395","1994-09-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  119",",,S","  152","H,,S",,,,
"CA001108395","1994-09-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  200",",,S","  102",",,S","  158","H,,S",,,,
"CA001108395","1994-09-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  102",",,S","  169","H,,S",,,,
"CA001108395","1994-09-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  228",",,S","  111",",,S","  170","H,,S",,,,
"CA001108395","1994-09-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  112",",,S",,,,,"  222",",,S","  129",",,S","  168","H,,S",,,,
"CA001108395","1994-09-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   33",",,S",,,,,"  196",",,S","   98",",,S","  134","H,,S",,,,
"CA001108395","1994-09-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  305",",,S",,,,,,,"   98",",,S","  137","H,,S",,,,
"CA001108395","1994-09-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  176",",,S","  101",",,S","  137","H,,S",,,,
"CA001108395","1994-09-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  178",",,S","  101",",,S","  146","H,,S",,,,
"CA001108395","1994-09-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  172",",,S","  108",",,S","  138","H,,S",,,,
"CA001108395","1994-09-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   20",",,S",,,,,"  168",",,S","  108",",,S","  144","H,,S",,,,
"CA001108395","1994-09-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   58",",,S",,,,,,,"  120",",,S","  167","H,,S",,,,
"CA001108395","1994-09-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  214",",,S","  117",",,S","  164","H,,S",,,,
"CA001108395","1994-09-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  117",",,S","  163","H,,S",,,,
"CA001108395","1994-09-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  211",",,S","  120",",,S","  156","H,,S",,,,
"CA001108395","1994-09-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  105",",,S","  154","H,,S",,,,
"CA001108395","1994-09-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  105",",,S","  165","H,,S",,,,
"CA001108395","1994-09-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  117",",,S","  170","H,,S",,,,
"CA001108395","1994-09-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  111",",,S","  164","H,,S",,,,
"CA001108395","1994-09-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  215",",,S","  109",",,S","  162","H,,S",,,,
"CA001108395","1994-09-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  209",",,S","  104",",,S","  161","H,,S",,,,
"CA001108395","1994-09-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  208",",,S","   98",",,S","  150","H,,S",,,,
"CA001108395","1994-09-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  193",",,S","   98",",,S","  154","H,,S",,,,
"CA001108395","1994-09-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  105",",,S","  143","H,,S",,,,
"CA001108395","1994-09-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  185",",,S","  105",",,S","  156","H,,S",,,,
"CA001108395","1994-09-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  190",",,S","  111",",,S","  153","H,,S",,,,
"CA001108395","1994-09-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,"  200",",,S","  111",",,S","  169","H,,S",,,,
"CA001108395","1994-10-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  132",",,S",,,,,"  202",",,S","  128",",,S","  154","H,,S",,,,
"CA001108395","1994-10-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  166",",,S","   73",",,S","  124","H,,S",,,,
"CA001108395","1994-10-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  161",",,S","   49",",,S","  117","H,,S",,,,
"CA001108395","1994-10-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   49",",,S","  129","H,,S",,,,
"CA001108395","1994-10-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"  200",",,S","   64",",,S","  121","H,,S",,,,
"CA001108395","1994-10-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  164",",,S","   78",",,S","  117","H,,S",,,,
"CA001108395","1994-10-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   56",",,S","  106","H,,S",,,,
"CA001108395","1994-10-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   56",",,S","  123","H,,S",,,,
"CA001108395","1994-10-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"  167",",,S","   79",",,S","  119","H,,S",,,,
"CA001108395","1994-10-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  147",",,S","   92",",,S","  114","H,,S",,,,
